symbol,price,change,low,high,ema20,ema50,ema100,ema200,score
MARUTI,13003.0,0.36,12753.0,13072.0,13233.81,13488.82,13991.09,14212.85,0.0
CHOICEIN,664.85,0.89,652.2,668.65,672.94,685.83,710.07,728.64,0.0
MEDANTA,1240.1,-0.02,1221.3,1249.0,1184.51,1140.91,1143.49,1171.23,0.0
BHARTIARTL,1904.9,-0.45,1897.7,1914.0,1857.3,1865.8,1901.94,1922.27,0.0
MRPL,148.13,1.76,143.12,150.5,159.79,169.1,169.38,162.73,0.0
RPOWER,27.13,0.07,26.6,27.45,27.61,27.26,29.24,34.12,0.0
GODREJIND,1124.15,-0.88,1111.45,1134.85,1070.09,1003.93,997.02,1031.79,0.0
NH,1902.4,0.97,1865.9,1918.4,1826.72,1794.23,1794.78,1801.11,0.0
MOTILALOFS,846.45,-0.53,836.05,850.0,830.61,798.36,801.42,819.49,0.0
KALYANKJIL,343.55,-0.17,338.0,344.9,381.05,398.11,417.7,449.95,0.0
VOLTAS,1295.8,-0.52,1284.3,1304.3,1333.66,1368.48,1382.77,1373.05,0.0
SAMMAANCAP,141.8,2.57,134.75,143.8,143.86,145.44,146.27,144.38,0.0
CHOLAFIN,1518.9,0.5,1491.0,1522.0,1568.72,1574.19,1595.69,1608.69,0.0
GODREJCP,1022.9,0.09,1006.0,1025.2,1048.4,1074.28,1106.5,1144.28,0.0
GODFRYPHLP,2305.3,-1.48,2232.1,2341.8,2293.72,2217.48,2291.96,2489.2,0.0
ADANIENT,2704.8,-0.74,2685.1,2720.0,2504.92,2325.65,2264.33,2291.82,0.0
ASIANPAINT,2598.6,-0.08,2562.0,2614.0,2532.31,2466.37,2473.81,2478.65,0.0
ANANTRAJ,488.7,1.3,472.0,490.0,500.93,501.12,514.41,530.39,0.0
TVSMOTOR,3361.9,2.39,3232.2,3380.9,3501.58,3566.46,3579.57,3476.96,0.0
UTIAMC,947.95,1.12,933.15,951.0,965.4,981.16,1023.36,1089.11,0.0
PATANJALI,467.15,-0.84,462.0,472.05,460.58,472.52,494.64,522.14,0.0
YESBANK,22.0,0.14,21.6,22.05,21.35,20.65,20.68,20.84,0.0
MAXHEALTH,1075.7,0.65,1052.75,1080.0,1028.89,1016.93,1032.29,1069.92,0.0
JUBLPHARMA,1014.2,0.32,1002.4,1020.5,970.99,938.85,951.75,986.93,0.0
INDIGO,4264.6,0.81,4178.0,4284.0,4347.96,4442.58,4646.9,4940.03,0.0
TRENT,4099.9,0.74,4022.0,4114.0,4112.75,4036.91,4082.03,4342.97,0.0
APOLLOTYRE,375.9,1.08,365.3,377.15,401.83,421.26,442.76,460.89,0.0
EXIDEIND,339.55,-1.48,339.05,343.95,346.5,338.9,341.44,353.14,0.0
ZFCVINDIA,14410.0,0.59,14211.0,14499.0,14501.26,14480.94,14385.68,14135.37,0.0
NESTLEIND,1420.1,-0.79,1398.5,1426.9,1425.53,1363.97,1319.95,1279.23,0.0
GRSE,2647.4,-0.42,2587.0,2656.0,2762.08,2661.89,2591.19,2564.71,0.0
MINDACORP,517.4,-0.54,507.4,529.0,521.03,526.62,536.86,540.12,0.0
IRCON,141.08,0.13,137.8,141.35,146.85,145.73,149.11,157.8,0.0
BALKRISIND,2155.0,1.27,2107.9,2169.9,2181.13,2228.3,2283.12,2352.31,0.0
BAJAJFINSV,1772.0,1.27,1726.0,1780.0,1769.61,1801.79,1860.85,1921.35,0.0
PPLPHARMA,176.35,1.8,170.2,177.0,169.5,162.22,163.72,172.63,0.0
CDSL,1224.6,1.25,1192.0,1229.0,1237.4,1264.69,1316.04,1387.28,0.0
TBOTEK,1179.3,0.1,1154.1,1183.0,1204.88,1233.21,1300.99,1350.69,0.0
PARADEEP,124.36,0.31,121.17,125.6,124.82,124.65,130.82,142.28,0.0
NCC,146.67,-1.61,145.56,148.72,158.82,156.49,159.36,172.91,0.0
CLEAN,754.75,-1.1,748.0,758.4,794.43,783.25,814.12,912.12,0.0
ABBOTINDIA,27445.0,-1.26,27320.0,27950.0,26818.47,26577.97,27075.81,28167.88,0.0
TATAELXSI,4175.1,-0.26,4138.2,4219.9,4199.28,4345.02,4611.63,5000.13,0.0
DOMS,2263.0,-2.86,2255.0,2309.8,2301.7,2318.59,2356.89,2409.23,0.0
NAUKRI,942.25,0.92,918.6,954.0,962.33,1005.72,1083.2,1186.69,0.0
TEGA,1578.6,-0.96,1567.8,1590.5,1624.83,1673.3,1723.72,1742.29,0.0
TATAINVEST,662.1,-0.22,652.15,664.7,685.07,675.71,677.22,683.32,0.0
SAPPHIRE,181.05,-2.09,178.5,182.55,180.89,182.88,198.46,229.62,0.0
CIPLA,1399.5,-0.73,1392.3,1422.1,1349.81,1322.76,1347.44,1394.64,0.0
LTTS,3580.6,0.73,3531.0,3657.9,3576.83,3552.97,3667.13,3876.19,0.0
SIGNATURE,820.75,-2.07,820.1,838.0,854.57,860.84,906.19,986.68,0.0
TARIL,304.75,2.47,291.4,309.6,308.85,303.27,309.96,348.35,0.0
